"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"Pc(18:2(9z,12z)/p-18:1(11z))","23617_pos","Pc(18:2(9z,12z)/p-18:1(11z))",0.44,7948647,NA,"Unknown","null","PC(18:2(9Z,12Z)/P-18:1(11Z));PC(18:2(9Z,12Z)/P-18:1(9Z));PC(18:3(6Z,9Z,12Z)/P-18:0);PC(18:3(9Z,12Z,15Z)/P-18:0);PC(20:3(5Z,8Z,11Z)/P-16:0);PC(20:3(8Z,11Z,14Z)/P-16:0);PC(P-16:0/20:3(5Z,8Z,11Z));PC(P-16:0/20:3(8Z,11Z,14Z));PC(P-18:0/18:3(6Z,9Z,12Z));PC(P-18:0/18:3(9Z,12Z,15Z));PC(P-18:1(11Z)/18:2(9Z,12Z));PC(P-18:1(9Z)/18:2(9Z,12Z));PC(O-16:0/20:4(8Z,11Z,14Z,17Z));PC(O-18:2(9Z,12Z)/18:2(9Z,12Z));1-O-Hexadecyl-2-arachidonoyl-sn-glycero-3-phosphocholine","","HMDB0008161;HMDB0008162;HMDB0008193;HMDB0008226;HMDB0008390;HMDB0008422;HMDB0011218;HMDB0011219;HMDB0011245;HMDB0011246;HMDB0011277;HMDB0011310;HMDB0013407;HMDB0013435;HMDB0243975","89542;89541;89533;89415;89204;88885;89977;89976;89968;89969;NA;89457;89903;89866;NA","53478803;53478805;53478825;53478849;53479001;53479025;53480683;53480685;52923946;53480709;53480745;53480803;53481701;53481735;2222","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(20:0/22:6(4z,7z,10z,13z,16z,19z))","25005_pos","Pc(20:0/22:6(4z,7z,10z,13z,16z,19z))",0.04,32.45,NA,"Unknown","null","PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z));PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z));PC(20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z));PC(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z));PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z));PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z));PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z));PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z));PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z));PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)","","HMDB0008288;HMDB0008319;HMDB0008320;HMDB0008351;HMDB0008448;HMDB0008481;HMDB0008513;HMDB0008576;HMDB0008607;HMDB0008608;HMDB0008637;HMDB0008669;HMDB0008702;HMDB0008734","86221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","24779053;53478903;NA;NA;NA;53479101;53479131;53479201;52923593;53479231;52923651;53479301;53479367;52923707","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(22:5(4z,7z,10z,13z,16z)/p-18:1(11z))","24432_pos","Pc(22:5(4z,7z,10z,13z,16z)/p-18:1(11z))",0.42,11053670,NA,"Unknown","null","PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z));PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z));PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z));PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z));PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0);PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PC(P-18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));PC(P-18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));PC(P-18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C00157;C00157","HMDB0008687;HMDB0008688;HMDB0008720;HMDB0008721;HMDB0008752;HMDB0011262;HMDB0011293;HMDB0011294;HMDB0011326;HMDB0011327","NA;NA;NA;NA;NA;133664;NA;NA;NA;NA","53479337;53479339;53479403;53479405;53479425;42607430;53480777;53480779;NA;53480837","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(o-16:1(9z)/18:0)","23332_pos","Pc(o-16:1(9z)/18:0)",0.38,8285423,NA,"Unknown","null","PC(O-16:1(9Z)/18:0);PC(O-18:1(11Z)/16:0);PC(O-18:1(9Z)/16:0)","","HMDB0013412;HMDB0013424;HMDB0013426","89892;89880;84825","53481707;53481719;6443119","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pe(14:0/22:1(13z))","23328_pos","Pe(14:0/22:1(13z))",0.13,46.86,NA,"Unknown","null","PE(14:0/22:1(13Z));PE(14:1(9Z)/22:0);PE(16:0/20:1(11Z));PE(16:1(9Z)/20:0);PE(18:0/18:1(11Z));PE(18:0/18:1(9Z));PE(18:1(11Z)/18:0);PE(18:1(9Z)/18:0);PE(20:0/16:1(9Z));PE(20:1(11Z)/16:0);PE(22:0/14:1(9Z));PE(22:1(13Z)/14:0);PC(16:1(9Z)/17:0);Stearoyl-oleoyl-phosphatidyl ethanolamine","C00350","HMDB0008842;HMDB0008874;HMDB0008933;HMDB0008965;HMDB0008992;HMDB0008993;HMDB0009024;HMDB0009057;HMDB0009221;HMDB0009253;HMDB0009482;HMDB0009514;HMDB0256156;HMDB0256188","NA;NA;NA;NA;NA;75038;NA;84234;NA;NA;NA;NA;NA;NA","53479554;52924152;9547010;52924232;53479609;9546742;53479623;9546755;52924528;52924548;52924717;53479852;NA;25201992","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pe(14:0/24:1(15z))","23712_pos","Pe(14:0/24:1(15z))",0.09,97318.29,NA,"Unknown","null","PE(14:0/24:1(15Z));PE(14:1(9Z)/24:0);PE(16:0/22:1(13Z));PE(16:1(9Z)/22:0);PE(18:0/20:1(11Z));PE(18:1(11Z)/20:0);PE(18:1(9Z)/20:0);PE(20:0/18:1(11Z));PE(20:0/18:1(9Z));PE(20:1(11Z)/18:0);PE(22:0/16:1(9Z));PE(22:1(13Z)/16:0);PE(24:0/14:1(9Z));PE(24:1(15Z)/14:0);PC(18:1(9Z)/17:0)","C00350","HMDB0008849;HMDB0008881;HMDB0008941;HMDB0008973;HMDB0008999;HMDB0009031;HMDB0009064;HMDB0009223;HMDB0009224;HMDB0009255;HMDB0009485;HMDB0009517;HMDB0009713;HMDB0009745;HMDB0256160","NA;NA;73875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","53479558;53479569;9546836;52924238;9546841;53479630;9546843;9546838;9546835;52924553;52924721;53479855;NA;53480017;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pe(14:1(9z)/24:1(15z))","23685_pos","Pe(14:1(9z)/24:1(15z))",0.02,1254804,NA,"Unknown","null","PE(14:1(9Z)/24:1(15Z));PE(16:0/22:2(13Z,16Z));PE(16:1(9Z)/22:1(13Z));PE(18:0/20:2(11Z,14Z));PE(18:1(11Z)/20:1(11Z));PE(18:1(9Z)/20:1(11Z));PE(18:2(9Z,12Z)/20:0);PE(20:0/18:2(9Z,12Z));PE(20:1(11Z)/18:1(11Z));PE(20:1(11Z)/18:1(9Z));PE(20:2(11Z,14Z)/18:0);PE(22:1(13Z)/16:1(9Z));PE(22:2(13Z,16Z)/16:0);PE(24:1(15Z)/14:1(9Z));PC(18:2(9Z,12Z)/17:0)","C00350","HMDB0008882;HMDB0008942;HMDB0008974;HMDB0009000;HMDB0009032;HMDB0009065;HMDB0009097;HMDB0009225;HMDB0009256;HMDB0009257;HMDB0009288;HMDB0009518;HMDB0009550;HMDB0009746;HMDB0256162","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","53479570;52924216;53479600;9546824;53479631;9546826;52924370;9546825;53479718;52924554;52924583;53479856;52924778;53480018;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Penem","832_neg","Penem",0.87,949.51,NA,"Unknown","null","Penem;pyrithione","","HMDB0256222;HMDB0256986","NA;36578","19980826;NA","NA;NA","null","null",TRUE,TRUE,"Penems","Lactams","Beta lactams"
"Penicillanic acid","3820_pos","Penicillanic acid",0.24,34.99,NA,"Unknown","null","Penicillanic acid","","HMDB0256227","NA","12314047","NA","null","null",TRUE,FALSE,"Alpha amino acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Penilloic acid","9279_pos","Penilloic acid",0.73,114208.1,NA,"Unknown","null","Penilloic acid","","HMDB0256237","NA","NA","NA","null","null",TRUE,TRUE,"Alpha amino acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Penitrem b","20233_pos","Penitrem b",0.02,18.84,NA,"Unknown","null","Penitrem B","","HMDB0256239","NA","73153936","NA","null","null",TRUE,FALSE,NA,NA,NA
"Pentaerythritol dinitrate","4904_neg","Pentaerythritol dinitrate",0.42,165.37,NA,"Unknown","null","Pentaerythritol dinitrate","","HMDB0256251","NA","6451293","NA","null","null",TRUE,FALSE,"Alkyl nitrates","Organic oxoanionic compounds","Organic nitrates"
"Pentafluorobenzoic acid","4201_neg","Pentafluorobenzoic acid",0.02,17.11,NA,"Unknown","null","Pentafluorobenzoic acid","","HMDB0256260","46796","NA","NA","null","null",TRUE,FALSE,"Halobenzoic acids","Benzene and substituted derivatives","Benzoic acids and derivatives"
"Perillic acid","2162_neg","Perillic acid",0.82,197.52,NA,"Unknown","null","Perillic acid;2-Butylhydroquinone;2,5-Cyclohexadien-1-one, 4-hydroxy-2,3,5,6-tetramethyl-;4-Tert-Butylcatechol;Camphorquinone;Dolichodial;Durohydroquinone","C11924;C14515","HMDB0004586;HMDB0245044;HMDB0245491;HMDB0246584;HMDB0249577;HMDB0251578;HMDB0251643","36999;NA;NA;NA;34607;NA;NA","1256;NA;123772;7381;25208;534263;136346","2266070;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Menthane monoterpenoids","Prenol lipids","Monoterpenoids"
"Pg(16:0/18:1(11z))","23014_neg","Pg(16:0/18:1(11z))",0.13,324849,"PG","no MS2: Phosphatidylglyceride 16","C40H77O10P","PG(16:0/18:1(11Z));PG(16:0/18:1(9Z));PG(16:1(9Z)/18:0);PG(18:0/16:1(9Z));PG(18:1(11Z)/16:0);PG(18:1(9Z)/16:0);1-Palmitoyl-2-oleoylglycero-3-phosphoglycerol","","HMDB0010573;HMDB0010574;HMDB0010587;HMDB0010601;HMDB0010615;HMDB0010630;HMDB0244000","44946;73234;85186;89270;89272;73206;NA","5289145;52941750;52926476;52927152;53480614;52927225;123897","NA;NA;NA;NA;NA;NA;NA","JITAGSMRIUAUGR-SGEDCAFJNA-N","CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C/CCCCCCCCCCCCC",TRUE,TRUE,NA,NA,NA
"Phenol","90_neg","Phenol",0.47,495.48,NA,"Unknown","null","Phenol;Benzene oxide;Oxepin","C15584;C01782","HMDB0000228;HMDB0248977;HMDB0255979","15882;NA;NA","996;NA;NA","NA;NA;NA","null","null",TRUE,TRUE,"1-hydroxy-4-unsubstituted benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids"
"Phenol sulphate","2443_neg","Phenol sulphate",0.78,6466.41,NA,"Unknown","null","Phenol sulphate","C02180","HMDB0060015","27905","74426","NA","null","null",TRUE,TRUE,"Phenylsulfates","Organic sulfuric acids and derivatives","Arylsulfates"
"Phenoxomethylpenicilloyl","11563_neg","Phenoxomethylpenicilloyl",0.11,3.69,NA,"Unknown","null","Phenoxomethylpenicilloyl","","HMDB0256236","NA","NA","NA","null","null",TRUE,FALSE,"N-acyl-alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Phenylacetaldehyde","633_neg","Phenylacetaldehyde",0.02,14.35,NA,"Unknown","null","Phenylacetaldehyde;2,3-Dihydrobenzofuran;4-Methylbenzaldehyde;Acetophenone","C00601;C06758;C07113","HMDB0006236;HMDB0013815;HMDB0029638;HMDB0033910","16424;87607;28617;27632","998;10329;7725;7410","35469;NA;NA;NA","null","null",TRUE,FALSE,"Phenylacetaldehydes","Benzene and substituted derivatives","Phenylacetaldehydes"
"Phenylacetic acid","1127_neg","Phenylacetic acid",0.71,30.38,"Hydroxycinnamic acids","no MS2: Caffeic acid; LC-ESI-QTOF; MS2; CE","C9H8O4","Phenylacetic acid;2-Methylbenzoic acid;4-Methylbenzoic acid;4-Methoxybenzaldehyde;""2'-Hydroxyacetophenone"";Phenyl acetate;1,4-Benzodioxane;2-Hydroxyacetophenone;Oxonol","C07086;C07215;C01454;C10761;C15583;C07189","HMDB0000209;HMDB0002340;HMDB0029635;HMDB0029686;HMDB0032568;HMDB0040733;HMDB0244196;HMDB0245150;HMDB0256000","30745;36632;36635;28235;145716;8082;NA;28341;NA","999;8373;7470;31244;8375;31229;952;NA;NA","1486426;NA;NA;NA;NA;NA;NA;NA;NA","QAIPRVGONGVQAS-RQOWECAXSA-N","OC(=O)\C=C/C1=CC(O)=C(O)C=C1",TRUE,TRUE,"Benzene and substituted derivatives","Benzene and substituted derivatives",NA
"Phenylacetylglycine","3290_neg","Phenylacetylglycine",0.91,3997.94,NA,"5-HYDROXYINDOLEACETATE","null","Phenylacetylglycine;2-Methylhippuric acid;N-Formylphenylalanine;Actarit;n-benzoyl-d-alanine;N-Formyl-dl-phenylalanine","C05598;C01586","HMDB0000821;HMDB0011723;HMDB0240317;HMDB0247976;HMDB0255085;HMDB0255143","27480;68455;133534;NA;71167;NA","68144;91637;759256;2018;71002;NA","NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"N-acyl-alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Phenylalanylthreonine","7154_pos","Phenylalanylthreonine",0.42,22.94,NA,"Unknown","null","Phenylalanylthreonine;Threonylphenylalanine","","HMDB0029005;HMDB0029068","73636;74862","18218233;7010579","NA;NA","null","null",TRUE,TRUE,"Dipeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Phenylalanyltyrosine","9752_neg","Phenylalanyltyrosine",0.02,13.16,NA,"Unknown","null","Phenylalanyltyrosine;Tyrosyl-Phenylalanine;Bis(3-methoxysalicylidene)ethylenediamine;Phe-Tyr;(2S)-2-Amino-3-[4-[(2S)-2-amino-3-phenylpropanoyl]oxyphenyl]propanoic acid;(2S)-2-Amino-3-[3-[(2S)-2-amino-3-phenylpropanoyl]oxyphenyl]propanoic acid","","HMDB0029007;HMDB0029112;HMDB0252126;HMDB0256384;HMDB0257556;HMDB0257687","73637;NA;NA;NA;NA;NA","13341191;3421919;5232078;NA;NA;129143949","NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Dipeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Phenylglucuronide","6989_neg","Phenylglucuronide",0.62,582.21,NA,"Unknown","null","Phenylglucuronide;Phenol glucuronide;2-(2-Phenylethenylsulfonyl)ethenylbenzene","","HMDB0059806;HMDB0060014;HMDB0258520","NA;64681;NA","119239;87235;260148","NA;NA;NA","null","null",TRUE,TRUE,"Phenolic glycosides","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Phenylpyruvic acid","2068_neg","Phenylpyruvic acid",0.44,75.12,NA,"PHENYLPYRUVATE","null","Phenylpyruvic acid;m-Coumaric acid;4-Hydroxycinnamic acid;2-Hydroxycinnamic acid;Enol-phenylpyruvate;cis-p-Coumaric acid;METHYL 4-FORMYLBENZOATE","C00166;C12621;C00811;C01772;C02763;C06738","HMDB0000205;HMDB0001713;HMDB0002035;HMDB0002641;HMDB0012225;HMDB0030677;HMDB0254568","30851;32357;32374;18125;16815;17450;NA","997;637541;637542;637540;641637;1549106;15294","34111;NA;36077;NA;NA;NA;NA","null","null",TRUE,TRUE,"Phenylpyruvic acid derivatives","Benzene and substituted derivatives","Phenylpyruvic acid derivatives"
"Phosphate","150_neg","Phosphate",0.89,994.42,NA,"Unknown","null","Phosphate","C00009","HMDB0001429","26078","1004","NA","null","null",TRUE,TRUE,"Non-metal phosphates","Non-metal oxoanionic compounds","Non-metal phosphates"
"Phosphatidylethanolamine alkenyl 16","23026_neg","Phosphatidylethanolamine alkenyl 16",0.18,338712.3,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines","no MS2: Phosphatidylethanolamine alkenyl 16","C43H76NO7P",NA,NA,NA,NA,NA,NA,"IRRKKHCAJLHSJE-NBLHLOSHNA-N","CCCCCCCCCCCCCC\C=C\OCC(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC",TRUE,TRUE,NA,NA,NA
"Phosphatidylethanolamine lyso 20","17417_neg","Phosphatidylethanolamine lyso 20",0.22,465244.8,"2-acyl-sn-glycero-3-phosphoethanolamines","no MS2: Phosphatidylethanolamine lyso 20","C25H46NO7P",NA,NA,NA,NA,NA,NA,"BGJVXSMYONPLDN-NWFXIAEYNA-N","CCCCCCCCC\C=C/C\C=C/C\C=C/CCC(=O)OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Phosphatidylethanolamine lyso alkenyl 18","15915_neg","Phosphatidylethanolamine lyso alkenyl 18",0.09,21.75,"Glycerophosphoethanolamines","no MS2: Phosphatidylethanolamine lyso alkenyl 18","C23H46NO6P",NA,NA,NA,NA,NA,NA,"KBMHJSYYECHZKI-QOLMDKRLNA-N","CCCCCCCCCCCCC\C=C/C\C=C\OC(CO)COP(O)(=O)OCCN",TRUE,FALSE,NA,NA,NA
"Phosphatidylglyceride 22","24144_neg","Phosphatidylglyceride 22",0.36,19707840,"PG","no MS2: Phosphatidylglyceride 22","C50H75O10P",NA,NA,NA,NA,NA,NA,"XACKZSRNTPEYBU-GZSOIYOPNA-N","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC",TRUE,TRUE,NA,NA,NA
"Phosphatidylinositol 16","24279_neg","Phosphatidylinositol 16",0.38,168164.8,"PI","no MS2: Phosphatidylinositol 16","C47H79O13P",NA,NA,NA,NA,NA,NA,"FPHAZHKZJQOPBU-BXVYXOBNSA-N","CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC",TRUE,TRUE,NA,NA,NA
"Phosphatidylinositol 18","24294_neg","Phosphatidylinositol 18",0.31,391814.8,"PI","no MS2: Phosphatidylinositol 18","C47H83O13P",NA,NA,NA,NA,NA,NA,"QTBZDDLLDFZGQX-KVUJAYRISA-N","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC",TRUE,FALSE,NA,NA,NA
"Phosphatidylinositol lyso 20","20945_neg","Phosphatidylinositol lyso 20",0.11,15.49,"2-acyl-sn-glycerol-3-phosphoinositols","no MS2: Phosphatidylinositol lyso 20","C29H49O12P",NA,NA,NA,NA,NA,NA,"GCTCZDZDLCVEBR-BMBRPNNFSA-N","CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC(CO)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O",TRUE,TRUE,NA,NA,NA
"Phosphocreatine","4285_pos","Phosphocreatine",0.82,36.37,NA,"Unknown","null","Phosphocreatine;2-[Carbamimidoyl(phosphonomethyl)amino]acetic acid","C02305","HMDB0001511;HMDB0257852","17287;NA","587;18984275","1594794;NA","null","null",TRUE,TRUE,"Alpha amino acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Phosphohexose","5878_pos","Phosphohexose",0.82,7029.78,NA,"Unknown","null","Phosphohexose;(6S,7R)-2,6,7,8-Tetrahydroxy-2-oxo-1,3,2lambda5-dioxaphosphonan-5-one","","HMDB0256479;HMDB0260167","NA;NA","129632292;NA","NA;NA","null","null",TRUE,TRUE,"Monosaccharides","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Pi(16:0/18:1(11z))","23893_neg","Pi(16:0/18:1(11z))",0.09,385176.8,"PI","no MS2: Phosphatidylinositol 16","C43H81O13P","PI(16:0/18:1(11Z));PI(16:0/18:1(9Z));PI(16:1(9Z)/18:0);PI(18:0/16:1(9Z));PI(18:1(11Z)/16:0);PI(18:1(9Z)/16:0)","C00626","HMDB0009782;HMDB0009783;HMDB0009799;HMDB0009806;HMDB0009822;HMDB0009834","88392;NA;88423;88557;88606;88625","NA;NA;NA;NA;NA;NA","NA;NA;NA;NA;NA;NA","IBBOEPTXNHPBRH-AFOMSZMQSA-N","CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CC\C=C/CCCCCCCCCCCCC",TRUE,TRUE,NA,NA,NA
"Pi(16:0/18:2(9z,12z))","23881_neg","Pi(16:0/18:2(9z,12z))",0.22,402083,"PI","no MS2: Phosphatidylinositol 16","C43H79O13P","PI(16:0/18:2(9Z,12Z));PI(16:1(9Z)/18:1(11Z));PI(16:1(9Z)/18:1(9Z));PI(16:2(9Z,12Z)/18:0);PI(18:0/16:2(9Z,12Z));PI(18:1(11Z)/16:1(9Z));PI(18:1(9Z)/16:1(9Z));PI(18:2(9Z,12Z)/16:0)","C00626","HMDB0009784;HMDB0009800;HMDB0009801;HMDB0009803;HMDB0009807;HMDB0009823;HMDB0009835;HMDB0009846","73212;88563;88562;88561;88558;88605;88626;88640","NA;NA;NA;NA;NA;NA;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA","UKUWCMCEVNAMQA-DNPFOPPISA-N","CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CC\C=C/C\C=C/CCCCCCCCCC",TRUE,FALSE,NA,NA,NA
"Pi(16:0/20:4(5z,8z,11z,14z))","24070_neg","Pi(16:0/20:4(5z,8z,11z,14z))",0.31,1518957,"PI","no MS2: Phosphatidylinositol 16","C45H79O13P","PI(16:0/20:4(5Z,8Z,11Z,14Z));PI(16:0/20:4(8Z,11Z,14Z,17Z));PI(18:1(11Z)/18:3(6Z,9Z,12Z));PI(18:1(11Z)/18:3(9Z,12Z,15Z));PI(18:1(9Z)/18:3(6Z,9Z,12Z));PI(18:1(9Z)/18:3(9Z,12Z,15Z));PI(18:2(9Z,12Z)/18:2(9Z,12Z));PI(18:3(6Z,9Z,12Z)/18:1(11Z));PI(18:3(6Z,9Z,12Z)/18:1(9Z));PI(18:3(9Z,12Z,15Z)/18:1(11Z));PI(18:3(9Z,12Z,15Z)/18:1(9Z));PI(20:4(5Z,8Z,11Z,14Z)/16:0);PI(20:4(8Z,11Z,14Z,17Z)/16:0);Phosphatidylinositol(36:4)","C00626","HMDB0009789;HMDB0009790;HMDB0009827;HMDB0009828;HMDB0009839;HMDB0009840;HMDB0009850;HMDB0009859;HMDB0009860;HMDB0009863;HMDB0009864;HMDB0009893;HMDB0009899;HMDB0256468","73209;88415;88599;88596;88613;88645;77348;88647;88671;88676;88673;89112;89121;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75961280","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","QAOYQEIOBPZFPB-VHZSRAIHSA-N","CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC",TRUE,FALSE,NA,NA,NA
"Pi(16:0/22:4(10z,13z,16z,19z))","25245_pos","Pi(16:0/22:4(10z,13z,16z,19z))",0.04,19.38,NA,"Unknown","null","PI(16:0/22:4(10Z,13Z,16Z,19Z));PI(16:0/22:4(7Z,10Z,13Z,16Z));PI(18:0/20:4(5Z,8Z,11Z,14Z));PI(18:0/20:4(8Z,11Z,14Z,17Z));PI(18:1(11Z)/20:3(5Z,8Z,11Z));PI(18:1(11Z)/20:3(8Z,11Z,14Z));PI(18:1(9Z)/20:3(5Z,8Z,11Z));PI(18:1(9Z)/20:3(8Z,11Z,14Z));PI(18:2(9Z,12Z)/20:2(11Z,14Z));PI(20:2(11Z,14Z)/18:2(9Z,12Z));PI(20:3(5Z,8Z,11Z)/18:1(11Z));PI(20:3(5Z,8Z,11Z)/18:1(9Z));PI(20:3(8Z,11Z,14Z)/18:1(11Z));PI(20:3(8Z,11Z,14Z)/18:1(9Z));PI(20:4(5Z,8Z,11Z,14Z)/18:0);PI(20:4(8Z,11Z,14Z,17Z)/18:0);PI(22:4(10Z,13Z,16Z,19Z)/16:0);PI(22:4(7Z,10Z,13Z,16Z)/16:0)","C00626;C00626;C00626","HMDB0009793;HMDB0009794;HMDB0009815;HMDB0009816;HMDB0009830;HMDB0009831;HMDB0009842;HMDB0009843;HMDB0009853;HMDB0009877;HMDB0009881;HMDB0009882;HMDB0009888;HMDB0009889;HMDB0009894;HMDB0009900;HMDB0009912;HMDB0009914","88421;88417;84153;88572;88628;88629;88643;88644;88657;89156;89131;89135;89142;89141;89110;NA;89298;89303","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
