Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
6159,17.786,248.11296,no MS2: 1-Isothiocyanato-9-(methylsulfinyl)-nonane; LC-ESI-QTOF; MS2; CE,[M+H]+,null,0.13,FALSE,-1,248.11374,C11H21NOS2,Sulfoxides,MQFLXLMNOHHPTC-UHFFFAOYNA-N,CS(=O)CCCCCCCCCN=C=S,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,6159,0,0,0.93,-1,-1,-1,-1,-1,0.93,5.59,ur_14,248.11296:3818654 249.11763:425935 250.12230:77476,null,0,0,0,25009,28848,142166,0,23160,23785,845311,149372,83308,1530690,1583686,0,0,0,0,0,0,0,0,0,22641,0,0,0,0,0,29518,0,1167213,1018360,531710,1113653,3648347,1730996,231065,1320204,309551,1575705,998776,519026,1651974
6160,23.481,248.12259,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6160,0,0,null,null,null,null,null,null,null,13.97,Blank_ur_1,248.12259:1011643 249.12726:81480 250.13192:0,null,71420,166663,147025,853521,285620,2032,77921,136042,145538,0,0,0,0,0,63948,141016,136589,141564,104961,130532,151136,86368,128515,69807,78370,80764,84686,36756,99959,74583,84445,47388,0,0,0,39164,64479,0,0,0,0,0,0,0
6161,12.57,248.12364,Unknown,[M+H]+,null,0.73,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6161,0,0,null,null,null,null,null,null,null,42.68,QC_se_ur_2,248.12364:58222756 249.12831:5831177 250.13298:5138384,null,0,0,0,0,0,3661501,2862161,2836370,3186573,43651586,52530170,26109909,41609145,40923732,411453,5474354,1218607,2866439,1359307,1401222,1741951,1444802,1138764,719117,682432,842267,788445,2478904,359261,820357,1222884,13470740,27645720,29635816,24984439,45768727,8668383,9370427,10884294,21545960,33328445,13967259,24922236,12403678
6162,17.441,248.12398,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6162,0,0,null,null,null,null,null,null,null,5.99,ur_13,248.12398:2201286 249.12865:0 250.13331:235746,null,0,0,0,0,0,815998,0,52064,0,127568,383646,1052019,203039,328162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137694,202563,1493445,671331,33116,31279,1657782,100373,1067373,758425,242483,968929,151378
6163,4.602,248.12625,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6163,0,0,null,null,null,null,null,null,null,3.06,ur_13,248.12625:3868649 249.13092:0 250.13559:35361460,null,0,0,0,0,0,82942,0,0,0,3611817,2887514,860719,4390143,4095219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240468,4147099,4564502,4761622,732968,4679115,5138651,4381653,4304944,3523629,4521764,5368621,3976587
6164,3.865,248.13161,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6164,0,0,null,null,null,null,null,null,null,40.25,ur_14,248.13161:18958528 249.13627:2113116 250.14094:23323586,null,0,0,0,0,0,249952,0,0,16000,8547527,4659293,3923870,13410470,12349857,0,142778,0,0,0,74648,165192,0,0,0,0,0,0,1504739,685210,0,868723,9937301,7808262,10359154,6005867,16873987,8014844,2908447,9969689,8210462,6662764,10220804,5806654,7814015
6165,14.833,248.13527,Unknown,[M+H]+,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6165,0,0,null,null,null,null,null,null,null,23.64,QC_se_ur_1,248.13527:23167104 249.13994:1463609 250.14460:0,null,0,0,0,0,45788,2084442,303059,222739,235167,21324388,20532414,8931543,19843743,16403399,77916,210476,341697,91467,288732,314314,59014,339198,399663,203830,318531,378520,254864,368006,277407,665088,423892,13121690,8813839,10759567,13803023,5633251,19588618,20364704,16730623,16281762,9665689,9741522,17888630,11478047
6166,6.105,248.1364,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6166,0,0,null,null,null,null,null,null,null,3.52,se_12,248.13640:357260 249.14107:0 250.14573:0,null,0,0,0,0,0,79630,0,0,0,507730,508265,146205,1563493,252369,31431,231080,168325,257733,120889,42795,133270,125483,95884,38017,60302,0,43875,45674,54711,36240,141020,926116,220968,834895,457884,372817,200634,150270,1196731,503693,229952,173010,764092,671263
6167,10.887,248.14888,Hydroxybutyrylcarnitine,[M-H2O-H]-,null,0.76,FALSE,-1,248.1493,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,6167,0,0,1,null,null,null,null,null,1,123.09,QC_se_ur_1,248.14929:12174775 249.15396:2697254 250.15863:0,null,35276,0,0,43258,43712,750158,12203846,13154158,12168665,11491884,9135338,7813345,7663389,8360328,4156612,9123256,5299268,6117123,19653175,12570769,7764723,10746472,19461440,17063412,15353014,3565663,16367092,13017756,14343271,11658968,13800069,39406138,759882,6397594,3023525,1032343,11239026,1285023,17391096,3815315,778090,34673374,3546526,21006608
6168,10.289,248.14891,Hydroxybutyrylcarnitine,[M-H2O-H]-,null,0.11,FALSE,-1,248.1493,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,6168,0,0,1,null,null,null,null,null,1,19.41,ur_5,248.14915:4849340 249.15382:0 250.15849:0,null,0,0,0,43258,0,602468,1067595,896458,903442,3231326,3512841,2981844,6012633,5672992,275865,574576,297394,479787,1064257,938176,512422,786002,1250814,1459685,888545,237618,1004643,1111466,1184510,967929,1032821,13657688,374082,2712205,2580143,261282,2892335,856847,8991531,4102987,784333,13267983,2273185,7967457
6169,10.195,248.14912,Hydroxybutyrylcarnitine,[M-H2O-H]-,null,0.24,FALSE,-1,248.1493,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,6169,0,0,1,null,null,null,null,null,1,17.17,ur_11,248.14925:2783767 249.15391:0 250.15858:0,null,0,0,0,43258,0,582266,1067595,842225,676681,3517395,2932379,2981844,5252164,5672992,155533,574576,297394,318461,1064257,938176,394195,772747,1250814,1459685,888545,170094,1004643,1111466,685141,774744,1032821,14222316,374082,2319310,1915107,288047,2947954,856847,8726768,2260153,329320,13678812,1957531,7967457
6170,5.859,248.14914,Hydroxybutyrylcarnitine,[M+NH4]+,null,0.11,FALSE,-1,248.1493,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,6170,0,0,1,null,null,null,null,null,1,10.46,ur_1,248.14914:9536251 249.15381:0 250.15847:4143778,null,0,24347,0,0,40400,478111,29652,0,21821,2854354,3158842,500795,1938475,2395946,0,0,0,0,0,0,0,0,0,50014,40788,0,0,0,0,0,0,6742046,527247,1951617,2322523,0,2739371,1700992,6426405,2468905,1039514,3686516,1826884,3552721
6171,15.903,248.16029,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6171,0,0,null,null,null,null,null,null,null,6.59,QC_se_ur_1,248.16029:2034609 249.16496:0 250.16963:0,null,350480,272435,329504,346447,325532,232820,206549,235584,289144,1816136,590482,213932,1248089,887450,213530,376616,358287,316918,318415,360955,282831,330550,332746,244028,262752,359507,295750,231910,353252,261732,346209,964781,457895,396186,1411935,117576,1603231,527900,1590746,1133457,1311916,448990,926318,1143052
6172,12.524,248.16035,Unknown,[M+H]+,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6172,0,0,null,null,null,null,null,null,null,42.2,ur_13,248.16035:25805012 249.16502:3187386 250.16969:0,null,338933,311795,287056,390613,449827,1584340,356145,350776,348370,13265366,8724520,6660861,14330628,11659352,294474,324967,515827,481946,577611,420424,536854,448498,412374,423058,380225,389929,310498,330141,473601,372725,458965,12468158,9977041,6928740,17307620,3738494,15267770,11504821,14591191,14158025,15782140,10174707,12903136,11703076
6173,27.553,248.16449,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6173,0,0,null,null,null,null,null,null,null,5.44,QC_se_ur_3,248.16449:908424 249.16916:0 250.17383:0,null,690154,625215,680233,335893,613886,63500,431440,698362,444500,551379,351983,690575,656992,553644,346627,395758,640925,498566,468082,440689,627576,461547,525065,684782,337382,423866,370804,385956,641107,433769,434759,713002,656211,479952,557217,564863,383836,644382,666194,540811,584110,465482,581007,545268
6174,6.201,248.16757,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6174,0,0,null,null,null,null,null,null,null,48.55,ur_5,248.16757:31940418 249.17224:5353526 250.17691:0,null,34918,24660,26308,49835,68048,899377,74307,203758,156981,8390638,6586931,6321738,18527675,20304872,54543,129798,100551,42019,151013,150488,51814,38476,129019,68559,77658,122536,70598,35382,159650,118640,81091,12741776,13809442,42264477,28300945,4107397,17514426,28836930,20768010,30235922,14182879,22562227,28974674,17514440
6175,5.934,248.16762,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6175,0,0,null,null,null,null,null,null,null,54.46,ur_8,248.16762:31494772 249.17229:3936930 250.17695:0,null,89165,86245,84125,50856,68048,724438,110659,84816,86498,8390638,4258075,6166600,9552201,20304872,54543,106318,42912,54990,60101,65155,60602,39364,127204,208775,90435,122536,74972,65295,75475,70864,126332,15147507,8389337,22084951,14924272,2281260,10874329,15101877,11834440,17352145,14182879,22562227,28974674,17514440
6176,7.473,248.16768,Unknown,[M+H]+,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6176,0,0,null,null,null,null,null,null,null,658.27,ur_11,248.16768:374344224 249.17235:49552440 250.17701:2166626,null,13293180,12929781,13559437,12152339,11759336,11971928,12080704,12209522,12828215,106085044,78894743,70799616,137459874,136939800,12191962,10315971,11667588,12309360,13156790,12109888,11872832,12201702,11163818,13008263,11517299,11280061,12079697,11995627,12520240,12189301,12769619,128788334,138383821,267685697,180421648,33813823,142748608,160536045,137309388,235945992,114268165,150457744,214457936,136180837
6177,4.758,248.16789,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6177,0,0,null,null,null,null,null,null,null,50.79,ur_11,248.16789:20003098 249.17256:2394874 250.17723:0,null,3274764,3194579,2828887,3260237,3009860,700838,2590381,1042917,2898852,5348168,6111446,4779967,9847948,9877456,2513004,2796690,2645036,611635,2341237,2501185,2536567,802242,2700000,1483204,2822689,1219331,3050199,1368713,847200,2058459,2023124,9314796,8613860,19083038,11725774,2632571,9779725,15337041,10559100,14253919,7635505,10969797,14844721,7963356
6178,9.994,248.18544,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6178,0,0,null,null,null,null,null,null,null,14.51,ur_8,248.18544:6384729 249.19011:0 250.19478:0,null,30090,37107,0,39832,37681,202548,33548,38498,0,1804997,1297965,1139375,1783565,1687272,71320,0,0,39074,0,0,0,39744,0,0,0,44220,0,40974,35927,0,0,2135515,877889,1898469,537237,0,2311817,710009,1958676,1489766,1591514,2537208,5796190,1092830
6179,3.899,248.22166,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6179,0,0,null,null,null,null,null,null,null,791071.6,ur_4,248.22166:1537886 249.22633:0 250.23100:0,null,95616,30146,33554,48800,43408,52931,0,0,217488,250048,176328,0,454449,693169,0,0,236151,0,177370,0,0,176306,214178,0,0,0,0,0,0,0,0,340036,279113,131726,739409,158311,242084,199551,1092177,733358,200762,316756,139798,645582
6180,16.562,248.89622,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6180,0,0,null,null,null,null,null,null,null,403325.3,se_1,248.89622:967657 249.90089:0 250.90556:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893637,0,25430,0,23747,0,22724,23746,27436,90267,173154,0,143185,0,102919,26238,32916,0,0,0,0,0,0,0,0,0,0,0,0,0
6181,12.594,248.92651,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6181,0,0,null,null,null,null,null,null,null,408822.1,ur_8,248.92651:2888599 249.93118:0 250.93585:0,null,0,0,0,0,0,0,0,0,0,0,0,1229099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773210,613890,517902,1409326,0,865190,0,0,267864,1067571,329372,1950410,0
6182,15.257,248.93239,Unknown,[M+H]+,null,0.67,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6182,0,0,null,null,null,null,null,null,null,3751008,ur_7,248.93239:18458046 249.93706:733795 250.94172:0,null,0,0,0,0,0,0,0,0,0,0,139246,8142238,0,0,634916,379322,718544,411016,465023,403026,467900,397721,483688,488604,376101,410888,506587,332714,318656,495247,355190,13881368,12216999,12150523,12033886,6567683,12540553,3682550,12292831,13256579,7668620,17351868,15443319,14650495
6183,10.286,248.9655,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6183,0,0,null,null,null,null,null,null,null,13.01,ur_8,248.96550:3296330 249.97017:0 250.97484:0,null,0,0,0,0,0,0,0,0,0,0,0,157073,0,0,0,0,0,0,0,77963,0,0,0,0,0,0,0,0,0,0,0,687851,0,147138,815261,0,2501866,0,208148,0,217285,1117507,2513948,1085087
6184,8.263,248.97975,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6184,0,0,null,null,null,null,null,null,null,6.93,ur_3,248.97975:1368123 249.98442:0 250.98909:0,null,0,0,0,0,0,0,0,0,0,224692,159858,272722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262102,0,390503,388052,0,220985,1164618,206674,626507,0,260573,390792,258123
6185,11.347,248.99402,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6185,0,0,null,null,null,null,null,null,null,10.07,ur_14,248.99402:628401 249.99869:0 251.00335:538979,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407773,0,0,188362,0,0,0,0,0
6186,12.914,249.00366,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6186,0,0,null,null,null,null,null,null,null,278944.6,ur_2,249.00366:7040906 250.00833:0 251.01300:0,null,0,0,0,0,0,0,0,0,0,0,0,2006818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116756,3068101,2438997,5123564,2750686,6235512,2169110,3595600,2788693,4286403,3013651,5392755,3094516
6187,9.618,249.01152,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6187,0,0,null,null,null,null,null,null,null,319331.1,ur_12,249.01152:2399531 250.01619:0 251.02086:0,null,0,0,0,0,0,0,0,175821,253332,1023975,478544,684636,0,0,0,110948,0,60596,0,0,107745,0,45899,45462,0,46340,49070,63108,0,0,0,0,0,0,2091231,578910,773441,320228,0,0,402840,248596,0,1240467
6188,10.877,249.02432,Unknown,[M+H]+,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6188,0,0,null,null,null,null,null,null,null,29.6,ur_6,249.02432:17462758 250.02899:961070 251.03366:0,null,0,0,0,0,0,22178,0,0,0,160296,138362,5167646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12067025,10113216,8415344,13537256,9920863,11128426,8550077,5472951,11405479,16744311,9558561,15547819,7865151
6189,14.206,249.03693,Unknown,[M+H]+,null,0.73,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6189,0,0,null,null,null,null,null,null,null,16995.24,ur_1,249.03693:32807590 250.04159:15242220 251.04626:1153689,null,0,0,0,0,0,13285,240604,0,42146,258980,1082617,5202079,0,0,588303,1195004,1035756,1570992,1258959,645559,1336448,707685,1240952,577295,1375273,466708,729894,811785,537790,851476,905566,30393094,6563943,5924342,7505216,7869543,8778704,7490021,8385813,7038114,7325361,7563688,6929402,7144300
6190,5.651,249.03883,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6190,0,0,null,null,null,null,null,null,null,5.87,ur_14,249.03883:16392138 250.04350:0 251.04817:0,null,0,0,0,0,0,60695,0,0,0,2937063,7811727,7864363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35228,0,0,0,0,0,6823085,312988,0,15182432,0,507197,0,763580,8342846,0,1595302,0
6191,4.783,249.03893,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6191,0,0,null,null,null,null,null,null,null,7.41,ur_14,249.03893:10796355 250.04359:0 251.04826:0,null,0,0,0,0,0,51972,0,0,0,7473281,7116439,5635228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172745,0,4872541,133416,0,8578834,0,401838,0,571597,6962004,0,1235716,0
6192,7.561,249.03911,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6192,0,0,null,null,null,null,null,null,null,10.43,ur_14,249.03911:21642878 250.04378:0 251.04844:0,null,35172,0,0,0,0,58037,0,0,0,9906728,9406992,7642283,91015,271479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7983295,87112,570765,18997504,0,202392,0,1291895,10134961,0,1602685,0
6193,6.188,249.03917,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6193,0,0,null,null,null,null,null,null,null,4.08,ur_14,249.03917:10509201 250.04384:0 251.04850:1347342,null,0,0,0,0,0,50888,0,0,0,8142462,5356919,5654076,149071,138428,0,0,0,0,0,0,0,0,0,0,0,0,35228,0,27199,0,0,0,5946808,170458,0,10626737,0,258220,0,832815,6934773,0,1306963,0
6194,16.511,249.04492,Unknown,[M+H]+,null,0.62,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6194,0,0,null,null,null,null,null,null,null,171511.5,QC_se_3,249.04492:5348780 250.04959:375558 251.05426:167292,null,660622,1676304,1987468,3329442,2551152,90002,3784469,4331521,4909230,358117,402879,290056,380747,521708,475686,1658207,1773366,1760330,1654567,1652085,1911254,1666139,1762410,1251043,1221618,1399643,1266475,1459592,1188387,1325540,1435655,778959,269891,168733,555753,59039,796172,931132,860348,197773,2255917,914689,447502,768839
6195,11.045,249.04546,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6195,0,0,null,null,null,null,null,null,null,3.17,QC_se_ur_1,249.04546:2720168 250.05012:0 251.05479:0,null,0,0,0,0,32808,8124,0,0,0,2361505,1562349,1111724,0,0,0,40441,32786,49313,0,0,0,53624,0,0,0,0,0,0,0,46036,53686,823126,1181024,857523,2937933,212791,331080,760634,518847,2974740,2029428,688917,4808037,1713526
6196,11.276,249.04985,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6196,0,0,null,null,null,null,null,null,null,8.28,ur_8,249.04985:4648726 250.05452:0 251.05919:0,null,0,0,0,0,32808,8124,0,40216,45488,101916,175436,1383985,0,0,0,40441,49904,41317,0,55898,58626,43317,36488,0,0,40093,56106,0,0,46036,53686,2809157,2636027,3232949,2697914,776337,3768231,1225457,1281828,2974740,2029428,2320007,4808037,3406844
6197,15.355,249.054,Unknown,[M+H]+,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6197,0,0,null,null,null,null,null,null,null,7.14,ur_14,249.05400:25058848 250.05867:6335069 251.06334:0,null,660622,1676304,1987468,3329442,2551152,1047648,351378,208540,41422,9281610,6907335,2965437,10936661,11351841,475686,1658207,1773366,29428,1654567,1652085,1911254,1666139,1762410,1251043,1221618,48911,1266475,1459592,22113,1325540,1435655,4197271,7797971,3707904,4564392,23595457,2860005,917077,3154426,3446961,9595402,3649860,4273618,3042736
6198,11.599,249.06079,Unknown,[M+H]+,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,6198,0,0,null,null,null,null,null,null,null,161.85,se_6,249.06079:7402928 250.06546:730393 251.07013:0,null,0,0,0,0,32808,13149,3014261,3312019,3181940,945883,1414561,297534,220263,0,2167742,6157310,4222726,2470016,4692580,3991265,3111449,3978424,4388649,3596688,4162022,3478851,4157762,6778494,3678230,5126490,2606468,532816,1233240,0,153606,364365,329206,407297,0,322724,190589,0,1013333,312761
