Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_neg_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
3973,27.515,206.15439,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3973,0,0,null,null,null,null,null,null,null,51856.84,Blank_ur_1,206.15439:141998 207.15906:146143 208.16372:0,null,68660,93426,102402,130910,126418,11594,48354,72408,42125,39586,58161,54126,42519,90839,95669,35850,99462,57604,31578,43286,65742,45386,77588,48493,52332,53199,96600,50732,54798,122787,61848,55744,143271,71493,103690,42888,73731,89524,39468,64586,78080,0,0,42266
3974,7.476,206.52304,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3974,0,0,null,null,null,null,null,null,null,3633700,ur_14,206.52304:7486608 207.52771:0 208.53238:4449436,null,0,0,0,0,0,447971,0,0,0,543596,1446040,425598,1838101,1699489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783702,0,0,7892067,0,0,0,0,1536611,0,0,0
3975,12.562,206.57811,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3975,0,0,null,null,null,null,null,null,null,231378.1,ur_5,206.57811:368286 207.58278:0 208.58745:0,null,0,0,0,0,0,18212,0,0,0,74826,0,0,0,180203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58353,0,166719,138400,0,191102,76954,71053,271654,0,115308,77794,219226
3976,12.946,206.83678,Unknown,[M-H]-,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3976,0,0,null,null,null,null,null,null,null,92929.2,ur_3,206.83678:601819 207.84144:0 208.84611:0,null,9836,12481,6652,7134,0,55276,110017,129675,115060,89437,228999,295653,55326,0,91422,302315,159474,73743,78768,150732,138118,84765,111580,65926,77494,115345,105017,128294,63753,236085,72741,67741,0,92018,177526,0,0,343358,65751,99978,0,104939,67448,0
3977,14.687,206.87909,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3977,0,0,null,null,null,null,null,null,null,55.65,se_1,206.87909:658760 207.88376:0 208.88842:0,null,0,3573,0,0,0,3857,0,0,0,0,0,55334,0,0,620658,17699,0,12285,28792,0,10615,0,0,6910,0,9270,0,5704,17760,6020,13061,76588,0,69502,0,115880,61138,0,0,0,0,73919,55817,0
3978,18.542,206.94485,Unknown,[M-H]-,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3978,0,0,null,null,null,null,null,null,null,12.41,ur_11,206.94485:4203102 207.94952:0 208.95419:0,null,3057,16186,40541,6145,8170,77732,113364,155424,123739,1369095,809112,385992,3369854,2910219,18047,108778,116178,119880,80485,147751,132321,145757,112284,108150,110478,83834,118246,154777,88220,103643,130971,1891429,193806,3878740,2393662,2344185,338094,2703120,0,657888,466721,206571,1273865,0
3979,27.858,206.9493,Unknown,[M-H]-,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3979,0,0,null,null,null,null,null,null,null,21.47,ur_8,206.94930:26338620 207.95396:751452 208.95863:351065,null,12704,84818,71351,120819,49285,1492850,19207083,19700735,19573392,20472616,21519196,17900052,22082694,21544041,16130134,18312349,17138107,20079105,19551173,17812443,19783132,18242930,19447369,16841738,17694172,16108844,18656638,21860584,19227613,18990021,19113031,28297831,15939634,24378160,18064246,24948425,11768968,7914768,19617023,18139465,20198175,26144458,27554942,16068485
3980,5.322,206.9493,Unknown,[M-H]-,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3980,0,0,null,null,null,null,null,null,null,15.94,QC_se_ur_2,206.94930:10367906 207.95396:0 208.95863:0,null,21052707,20777939,20773602,21645172,24719636,358830,0,28736,0,6946985,9633537,8444706,0,0,18704916,19094459,17500767,18871608,18196470,18336472,17981306,18189989,18825042,16007929,16064250,16286025,16245460,16851469,20030765,16890800,18803179,7804859,496493,4032844,7366426,0,9179707,4349323,917158,3461738,1724817,5801103,9161026,5951571
3981,28.068,206.94937,Unknown,[M-H]-,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3981,0,0,null,null,null,null,null,null,null,31.4,ur_7,206.94937:27343252 207.95404:651191 208.95871:253397,null,58307,47969,13597,85368,33080,1432872,18584853,19535268,19928522,20935233,21601681,19149866,20942306,19077601,17874118,19915864,19733506,20051941,19162749,18855419,19783132,19293798,19447369,16432878,15850809,18572705,18817748,23152977,19318684,20310507,19592841,26147824,15353379,23705296,17360138,22484587,11655558,7914768,19416277,16796200,18185202,26311738,27554942,16068485
3982,30.475,206.94937,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3982,0,0,null,null,null,null,null,null,null,1.77,ur_4,206.94937:7295180 207.95404:186410 208.95871:93510,null,71150,83047,91429,124309,95372,578128,5769518,5943132,6205074,7545988,7609432,5994855,9038808,7510874,5147094,5929049,5995689,6282625,5963111,5885473,6545516,5941164,5843134,4965218,5113248,4929024,5286601,7217836,5773709,5854571,4775572,14171905,4956360,10864952,5738125,12335378,3494474,2621222,7416141,8087430,7591038,12937079,11774125,4793141
3983,3.459,206.9494,Unknown,[M-H]-,null,0.53,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3983,0,0,null,null,null,null,null,null,null,22.15,ur_2,206.94940:20231150 207.95407:305883 208.95874:0,null,15155350,13341293,13592713,16031824,19369135,837176,186893,103125,120698,3486834,11245541,12112766,147628,193790,12105736,10601441,9797670,11077016,10659371,10563690,10165325,10691191,10488768,8842886,8151582,9582117,9660441,9681471,13065438,9544294,10260588,3985568,8315085,9884981,16392452,8304889,20062628,6219173,4112703,11834958,10838984,11378432,18237238,17408488
3984,27.384,206.94942,Unknown,[M-H]-,null,0.76,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3984,0,0,null,null,null,null,null,null,null,90.92,ur_1,206.94942:28801414 207.95408:816939 208.95875:313217,null,5599,84818,11971,27702,31715,1451891,15445812,16822598,17260859,19284298,19750249,16271891,22075482,19514204,14377569,16427215,16106105,17544496,15655694,16228524,16348602,16170416,15616292,14425590,17694172,15032189,18817748,18581890,15278521,15162031,15652052,27286250,16095074,23718616,17287144,25853330,11807631,9449414,19161764,21633280,20282772,25553577,25830600,15480177
3985,5.861,206.94942,Unknown,[M-H]-,null,0.49,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3985,0,0,null,null,null,null,null,null,null,36.08,Blank_ur_1,206.94942:25916892 207.95408:720455 208.95875:545422,null,20829020,21154842,24072302,25275381,23970808,230739,73175,150631,170651,4233246,8514066,8632178,0,0,19793446,20308070,20379460,20315686,20200188,20376224,20694944,20680779,20657098,17989616,18561696,18948208,19237012,19395560,23409104,18998825,20565863,5162445,400111,2930536,6990829,363078,8092246,3585900,257345,1844783,1452218,4159409,6883881,6066406
3986,8.074,206.9496,Unknown,[M-H]-,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3986,0,0,null,null,null,null,null,null,null,13.4,Blank_se_2,206.94960:17598004 207.95427:307484 208.95894:200931,null,22456018,17971942,24485740,24797305,22826685,333433,215421,235020,255759,10128802,15945388,12617220,0,0,23623779,24271919,24087895,24116404,24900709,23701154,24644187,24347488,24242403,21861579,22570896,22300579,21644326,23111847,26367705,22512796,23658526,6138126,3244200,3496630,6801896,4894759,10671245,4965217,1376250,5775587,1511221,5164895,9553662,10163646
3987,4.735,206.9496,Unknown,[M-H]-,null,0.71,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3987,0,0,null,null,null,null,null,null,null,67.37,Blank_ur_2,206.94960:25192940 207.95427:652553 208.95894:345142,null,21619836,20591456,20462120,22986753,24654450,105240,33336,28736,120698,3767473,8454079,8439462,147628,137294,18950207,18444218,17917426,18689534,18565446,17970784,17595672,18394799,17869120,16115233,16378274,17064260,16788370,17074483,21228512,17203568,18151696,7518809,409655,2878383,7285593,1551944,9845588,2028883,246064,897540,367091,2717541,6470546,5361459
3988,10.581,206.9496,Unknown,[M-H]-,null,0.49,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3988,0,0,null,null,null,null,null,null,null,89.51,se_9,206.94960:26228282 207.95427:680199 208.95894:460400,null,19807688,22452859,25801421,22293927,15339951,569338,97620,372986,408157,13566409,17695521,14115066,0,0,19075195,25770647,24944845,24442062,24888691,25432708,25257659,23879375,23637960,21795270,24488178,22115826,24730899,25166331,30203537,24945346,26211520,4886561,3032134,4374482,2055206,1414231,10593911,3399118,502747,3462686,2394871,1522501,2650717,8097134
3989,7.826,206.94968,Unknown,[M-H]-,null,0.62,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3989,0,0,null,null,null,null,null,null,null,88.45,se_7,206.94968:27203318 207.95434:657680 208.95901:503296,null,21687474,22589222,23925429,23798607,22587124,191455,203757,255942,295500,5611068,10420464,10727850,0,0,22464640,24233062,23044778,23615367,23894637,22968173,22318098,22037682,23358054,20873651,20278200,21327101,21309705,22456014,26440285,22022190,22185573,5382447,1462970,3653269,6801896,265797,10671245,2885172,648993,1115785,1511221,4626259,6694568,7586759
3990,6.448,206.94972,Unknown,[M-H]-,null,0.67,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3990,0,0,null,null,null,null,null,null,null,36.51,se_7,206.94972:26784014 207.95439:769762 208.95906:283962,null,21664739,22038294,19452338,21429780,20021447,299468,121132,149615,156404,6928405,12371025,11289863,0,0,19395104,18920866,19134223,16192651,22109048,18370119,18963065,21933761,22254692,19337741,18759960,20822796,19927792,20892546,25645260,20620847,21923509,6488170,2317232,4623536,10795143,363078,10070421,5565968,1365953,3946188,3210158,6287346,12305534,10535553
3991,0.454,206.94986,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3991,0,0,null,null,null,null,null,null,null,4.57,se_3,206.94986:9052369 207.95453:184601 208.95920:90147,null,12231647,9846446,10106455,12408561,16491973,848575,144344,188926,243124,10116298,10840715,11927249,336132,193786,11911781,10113118,10228717,10379397,10522973,9978866,9905574,10133733,10022551,8782090,9034621,8693628,8740663,9386840,12625057,9463414,10115775,13764481,7708086,7967823,15188608,8315203,19358323,5626733,4042362,10740812,11726171,11497003,17526846,17215147
3992,21.804,206.95268,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3992,0,0,null,null,null,null,null,null,null,5.44,QC_se_1,206.95268:176486 207.95735:42823 208.96202:0,null,113514,147315,68494,85531,179808,3061,191870,128559,54223,268606,180212,175514,311406,418758,98655,86065,96000,96522,78421,87154,66032,64030,49303,141679,143548,150279,139860,147540,152471,127193,125541,1173192,15652,637815,1727918,223646,35068,144904,885774,429322,16178,1470531,561415,6688
3993,13.902,206.95998,Unknown,[M-H]-,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3993,0,0,null,null,null,null,null,null,null,12.63,QC_ur_1,206.95998:2719301 207.96464:0 208.96931:0,null,0,3074,5143,0,0,50892,0,3946,7486,1095356,600118,117092,2709648,2240284,0,3874,12208,5907,4545,15712,9441,10765,0,10667,51977,18207,26624,5923,14721,5730,14204,312185,1319918,702124,164001,788725,504318,279449,431024,376698,955773,407457,518868,382297
3994,21.571,206.9601,Unknown,[M-H]-,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3994,0,0,null,null,null,null,null,null,null,4.82,ur_12,206.96010:1712911 207.96477:81094 208.96943:0,null,134402,184453,93132,102485,203203,44230,203235,142394,75722,268606,180212,175514,311406,418758,93774,99307,112219,106877,97551,99391,82331,71679,65624,114561,153786,75569,151020,135187,129836,143277,133926,1173192,234516,637815,1727918,223646,1565212,144904,885774,429322,164843,1470531,561415,964424
3995,10.858,206.96075,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3995,0,0,null,null,null,null,null,null,null,13.11,ur_14,206.96075:5619982 207.96542:0 208.97009:6322650,null,0,0,0,0,20684,24730,27319,0,0,120499,0,101634,158174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118068,0,0,4879381,108332,0,0,99764,178236,0,0,0
3996,12.327,206.9713,Unknown,[M-H]-,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3996,0,0,null,null,null,null,null,null,null,7.69,QC_ur_2,206.97130:4134570 207.97597:0 208.98063:0,null,0,0,2620,0,20684,136956,3976,5569,0,2056258,1278177,589115,3808215,3969869,174176,39282,5778,61783,71278,38140,67541,38443,50942,40094,60741,39442,28987,12368,58247,37731,62531,1182823,2018765,1799405,738402,880848,1428014,1100582,1334318,1669138,1506328,1151499,1660809,1490058
3997,13.376,206.97435,Unknown,[M-H]-,null,0.27,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3997,0,0,null,null,null,null,null,null,null,9.21,ur_12,206.97435:3084804 207.97902:0 208.98369:0,null,0,0,2620,0,0,231851,3976,5569,0,2056258,1278177,1524108,3808215,3775330,174176,47660,66192,49420,62874,49280,51842,44754,50090,37779,60741,39442,45060,42576,40824,46353,53683,2674928,2314070,2146315,2966509,2036202,2273189,1897007,1842246,2168310,2023463,2572238,2799902,2380857
3998,4.168,206.97583,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3998,0,0,null,null,null,null,null,null,null,6.45,ur_7,206.97583:1348836 207.98050:0 208.98517:0,null,0,0,0,0,0,65547,0,0,0,216190,254346,0,377848,363574,88471,0,0,0,0,0,0,58614,0,102885,0,0,0,0,0,49773,0,1605055,1155047,626239,208913,1958502,1209728,647318,250812,0,470633,1055313,557842,542670
3999,15.715,206.97861,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3999,0,0,null,null,null,null,null,null,null,12.49,ur_14,206.97861:12355408 207.98327:0 208.98794:0,null,0,0,2924,0,0,133030,37003,39083,87536,1426024,1104310,290603,693253,692347,0,31021,29167,25375,70286,68252,12114,10634,52676,13029,33797,12065,35661,46399,31225,19506,10180,921911,1200317,671834,903109,11399597,270373,95702,421292,100585,1118730,1395646,512350,454604
4000,16.951,206.97874,Unknown,[M-H]-,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4000,0,0,null,null,null,null,null,null,null,37.1,ur_14,206.97874:29484386 207.98341:2058570 208.98808:231177,null,0,2729,2924,0,0,485533,38602,22103,3758,2519862,1311774,1219118,3237317,3779799,12679,71374,3432,14325,70286,68252,3293,78365,61925,7349,43273,44405,43106,64822,31225,29048,15691,921911,9001872,0,0,29642607,87877,23142,76622,100585,7574613,0,301647,449838
4001,15.204,206.98294,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4001,0,0,null,null,null,null,null,null,null,5.04,ur_7,206.98294:1710005 207.98761:0 208.99228:1058101,null,10940,0,0,0,0,71265,63608,62243,93299,688922,291391,66270,1010700,1263522,0,76123,41428,44167,70286,68252,47265,10634,70668,22399,43273,12065,51902,46399,36408,8763,18143,999030,407509,695708,903109,1627677,270373,95702,480732,451944,480461,1395646,691799,454604
4002,11.26,206.996,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4002,0,0,null,null,null,null,null,null,null,2.68,QC_ur_2,206.99600:924608 208.00067:0 209.00534:0,null,0,0,0,0,0,22129,0,0,0,92889,60957,54896,871013,823988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108076,141035,0,774530,76697,0,90070,134970,112665,127615,86978,0
4003,19.946,206.99632,Unknown,[M-H]-,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4003,0,0,null,null,null,null,null,null,null,6.35,ur_10,206.99632:2319594 208.00099:88414 209.00566:0,null,0,0,0,2286,0,115840,2748,0,0,709819,436381,863218,766549,1159400,2744,0,0,2988,1902,0,1664,0,0,0,2575,0,0,2416,0,3316,2304,1073348,1896448,961873,450255,1101390,1369795,56383,1227733,870245,756401,1056620,1256665,1708292
4004,17.659,206.99657,Unknown,[M-H]-,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4004,0,0,null,null,null,null,null,null,null,10.48,ur_13,206.99657:9341997 208.00123:640106 209.00590:236362,null,0,2273,0,0,0,416248,4112,6862,93299,2428157,1396609,1117661,3108378,2920904,10304,6669,5751,23221,6446,68252,6340,78365,70668,13012,43273,5133,51902,2296,3447,5961,3190,2800637,5718772,1214884,1265438,5051008,1094293,530235,4117326,1475352,3288646,1579888,1304238,1691475
4005,13.353,207.0007,Unknown,[M-H]-,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4005,0,0,null,null,null,null,null,null,null,29.45,QC_se_2,207.00070:542914 208.00537:108236 209.01004:0,null,9270,0,0,0,0,61370,390957,547364,303758,160890,137111,374436,133172,355248,16560,61638,109276,102710,121756,92485,106513,46760,70433,71704,89280,59743,81048,89263,86701,88155,116827,1391653,1665839,890512,1149622,332848,1667493,294033,1040853,1131475,1968942,1016548,1353366,1125825
4006,13.295,207.00612,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4006,0,0,null,null,null,null,null,null,null,5.22,ur_6,207.00612:2246181 208.01079:0 209.01545:2351282,null,9794,0,0,0,24405,144630,400037,573620,337128,57211,55879,374436,76123,355248,0,95451,157120,161596,185219,140416,161364,82375,127601,134558,150570,104391,150612,155320,128905,98769,180384,1391653,1759387,890512,1149622,483103,1667493,294033,1040853,1131475,2075184,1016548,1353366,1125825
4007,16.285,207.01399,no MS2: 2-Naphthalenesulfonic acid; LC-ESI-ITFT; MS2; CE,[M-H]-,null,0.73,FALSE,-1,207.01213,C10H8O3S,2-naphthalene sulfonates,KVBGVZZKJNLNJU-UHFFFAOYSA-N,OS(=O)(=O)C1=CC2=CC=CC=C2C=C1,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Neg-MassBank_1,FALSE,FALSE,4007,0,0,0.76,-1,-1,-1,-1,-1,0.76,18.15,QC_ur_1,207.01360:3484420 208.01826:0 209.02293:1124249,null,3083,0,0,2322,26304,416052,202811,223133,249559,2242295,2239028,1750501,3052418,2866214,74614,205399,139528,180688,153887,124861,165231,102469,129872,78177,167922,100546,121421,314187,80502,141056,67795,1303910,4764585,2449807,3816539,1625618,1725052,5336281,990272,2980436,3922517,1349454,1841488,1247558
4008,17.288,207.01405,no MS2: 2-Naphthalenesulfonic acid; LC-ESI-ITFT; MS2; CE,[M-H]-,null,0.87,FALSE,-1,207.01213,C10H8O3S,2-naphthalene sulfonates,KVBGVZZKJNLNJU-UHFFFAOYSA-N,OS(=O)(=O)C1=CC2=CC=CC=C2C=C1,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Neg-MassBank_1,FALSE,FALSE,4008,0,0,0.63,-1,-1,-1,-1,-1,0.63,510.25,ur_8,207.01404:76917640 208.01871:5110978 209.02337:1492838,null,3002,0,0,2322,32288,8293881,7561266,7551129,8170300,52893042,38236355,33927594,59971840,58793224,1482039,3849222,5461121,8271529,4176541,2779761,8614222,3573098,4793385,7370337,4962452,5620779,2545123,9031591,3281619,3916854,6710382,72266226,65439273,68294600,46521919,43537776,50402196,34817347,54769184,66055402,52919018,82441126,75237536,65845227
4009,19.807,207.01424,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,4009,0,0,null,null,null,null,null,null,null,3.3,ur_13,207.01424:481207 208.01890:0 209.02357:0,null,6495,0,2552,4574,26101,11684,2818,3288,6563,73161,96509,143305,104530,213529,3984,0,2445,0,0,3545,0,2344,3019,4737,3131,2456,2532,4580,3600,2299,5010,41442,90096,207015,39817,525863,45379,69540,44775,165023,157749,61321,116569,50056
